,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
3455,202151,Jewar_SJRoad_D (Uttar Pradesh),Jewar_SJRoad_D (Uttar Pradesh),Jewar_SJRoad_D (Uttar Pradesh),Jewar,Uttar Pradesh,TRUE
3456,831014,Jamshedpur_Asanbani_H (Jharkhand),Jamshedpur_Asanbani_H (Jharkhand),Jamshedpur_Asanbani_H (Jharkhand),Jamshedpur,Jharkhand,FALSE
3457,673619,Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode,Kerala,FALSE
3458,442006,Wardha_Alodi_D (Maharashtra),Wardha_Alodi_D (Maharashtra),Wardha_Alodi_D (Maharashtra),Wardha,Maharashtra,TRUE
3459,631204,Arakkonam_Ramdasnagar_D (Tamil Nadu),Arakkonam_Ramdasnagar_D (Tamil Nadu),Arakkonam_Ramdasnagar_D (Tamil Nadu),Arakkonam,Tamil Nadu,TRUE
3460,768212,Sambalpur_Tentelpara_H (Orissa),Sambalpur_Tentelpara_H (Orissa),Sambalpur_Tentelpara_H (Orissa),Sambalpur,Orissa,FALSE
3461,456668,Tarana_Ward11_D (Madhya Pradesh),Tarana_Ward11_D (Madhya Pradesh),Tarana_Ward11_D (Madhya Pradesh),Tarana,Madhya Pradesh,FALSE
3462,241126,Sandila_SubabDPP_D (Uttar Pradesh),Sandila_SubabDPP_D (Uttar Pradesh),Sandila_SubabDPP_D (Uttar Pradesh),Sandila,Uttar Pradesh,FALSE
3463,587122,Mudhol_Ward5_D (Karnataka),Mudhol_Ward5_D (Karnataka),Mudhol_Ward5_D (Karnataka),Mudhol,Karnataka,FALSE
3464,462003,Bhopal_Misrod_L (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal,Madhya Pradesh,FALSE
3465,502277,Siddipet_GaneshNagar_D (Telangana),Siddipet_GaneshNagar_D (Telangana),Siddipet_GaneshNagar_D (Telangana),Siddipet,Telangana,TRUE
3466,444819,Akot_CollegeRd_D (Maharashtra),Akot_CollegeRd_D (Maharashtra),Akot_CollegeRd_D (Maharashtra),Akot,Maharashtra,FALSE
3467,796009,Aizawl_Bawngkawn_P (Mizoram),Aizawl_Bawngkawn_P (Mizoram),Aizawl_Bawngkawn_P (Mizoram),Aizawl,Mizoram,FALSE
3468,563103,Kolar_Jayanagara_D (Karnataka),Kolar_Jayanagara_D (Karnataka),Kolar_Jayanagara_D (Karnataka),Kolar,Karnataka,TRUE
3469,396412,Bilimora_MarutiNagar_D (Gujarat),Surat_Kacholi_GW (Gujarat),Bilimora_MarutiNagar_D (Gujarat),Bilimora,Gujarat,TRUE
3470,571617,Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore,Karnataka,TRUE
3471,136043,Kaithal_DefenceColony_D (Haryana),Kaithal_DefenceColony_D (Haryana),Kaithal_DefenceColony_D (Haryana),Kaithal,Haryana,FALSE
3472,533462,Kakinada_Rayudupalem1_D (Andhra Pradesh),Kakinada_Rayudupalem1_D (Andhra Pradesh),Kakinada_Rayudupalem1_D (Andhra Pradesh),Kakinada,Andhra Pradesh,FALSE
3473,192301,Pulwama_Drasu_D (Jammu & Kashmir),Pulwama_Drasu_D (Jammu & Kashmir),Pulwama_Drasu_D (Jammu & Kashmir),Pulwama,Jammu & Kashmir,FALSE
3474,312027,Mandphiya_SohanKhera_D (Rajasthan),Mandphiya_SohanKhera_D (Rajasthan),Mandphiya_SohanKhera_D (Rajasthan),Mandphiya,Rajasthan,FALSE
3475,493101,Tilda_KhushiHsptlRd_D (Chhattisgarh),Tilda_KhushiHsptlRd_D (Chhattisgarh),Tilda_KhushiHsptlRd_D (Chhattisgarh),Tilda,Chhattisgarh,TRUE
3476,491559,Pandariya_HariNala_D (Chhattisgarh),Pandariya_HariNala_D (Chhattisgarh),Pandariya_HariNala_D (Chhattisgarh),Pandariya,Chhattisgarh,FALSE
3477,283206,Firozabad_Kakrau_D (Uttar Pradesh),Firozabad_Kakrau2_C (Uttar Pradesh),Firozabad_Kakrau2_C (Uttar Pradesh),Firozabad,Uttar Pradesh,FALSE
3478,210207,Chitrakoot_Rajapur_D (Uttar Pradesh),Chitrakoot_Rajapur_D (Uttar Pradesh),Chitrakoot_Rajapur_D (Uttar Pradesh),Chitrakoot,Uttar Pradesh,FALSE
3479,815301,Giridih_Mahthadih_D (Jharkhand),Giridih_Mahthadih_D (Jharkhand),Giridih_Mahthadih_D (Jharkhand),Giridih,Jharkhand,FALSE
3480,122218,Gurgaon_Sector17_L (Haryana),Gurgaon_Sector17_L (Haryana),Gurgaon_Sector17_L (Haryana),Gurgaon,Haryana,FALSE
3481,629193,Marthandam_Chiraynkuzhi_D (Tamil Nadu),Marthandam_Chiraynkuzhi_D (Tamil Nadu),Marthandam_Chiraynkuzhi_D (Tamil Nadu),Marthandam,Tamil Nadu,TRUE
3482,680503,Chiramanangad_Akathiyor_D (Kerala),Chiramanangad_Akathiyor_D (Kerala),Chiramanangad_Akathiyor_D (Kerala),Chiramanangad,Kerala,TRUE
3483,281121,Vrindavan_Jait_D (Uttar Pradesh),Vrindavan_Jait_D (Uttar Pradesh),Vrindavan_Jait_D (Uttar Pradesh),Vrindavan,Uttar Pradesh,FALSE
3484,202395,Dibai_Pahasu_D (Uttar Pradesh),Dibai_Pahasu_D (Uttar Pradesh),Dibai_Pahasu_D (Uttar Pradesh),Dibai,Uttar Pradesh,FALSE
3485,382630,Ahmedabad_Chandkheda_L (Gujarat),Ahmedabad_Chandkheda_L (Gujarat),Ahmedabad_Chandkheda_L (Gujarat),Ahmedabad,Gujarat,FALSE
3486,250103,Meerut_Panchlikhurd_H (Uttar Pradesh),Meerut_Panchlikhurd_H (Uttar Pradesh),Meerut_Panchlikhurd_H (Uttar Pradesh),Meerut,Uttar Pradesh,FALSE
3487,821304,Rohtas_Baknaura_D (Bihar),Rohtas_Baknaura_D (Bihar),Rohtas_Baknaura_D (Bihar),Rohtas,Bihar,TRUE
3488,845487,Bettiah_Manshatola_D (Bihar),Bettiah_Manshatola_D (Bihar),Bettiah_Manshatola_D (Bihar),Bettiah,Bihar,TRUE
3489,754230,Aul_Rasulpur_D (Orissa),Aul_Rasulpur_D (Orissa),Aul_Rasulpur_D (Orissa),Aul,Orissa,
3490,742237,Raghunathganj_Talai_D (West Bengal),Raghunathganj_Talai_D (West Bengal),Raghunathganj_Talai_D (West Bengal),Raghunathganj,West Bengal,TRUE
3491,132117,Karnal_Kutail_H (Haryana),Karnal_Kutail_H (Haryana),Karnal_Kutail_H (Haryana),Karnal,Haryana,FALSE
3492,331031,Churu_GandhiNagar_D (Rajasthan),Churu_GandhiNagar_D (Rajasthan),Churu_GandhiNagar_D (Rajasthan),Churu,Rajasthan,FALSE
3493,413209,Kurduwadi_Dattanagar_D (Maharashtra),Kurduwadi_Dattanagar_D (Maharashtra),Kurduwadi_Dattanagar_D (Maharashtra),Kurduwadi,Maharashtra,TRUE
3494,360006,Rajkot_Amargadh_H (Gujarat),Rajkot_Amargadh_H (Gujarat),Rajkot_Amargadh_H (Gujarat),Rajkot,Gujarat,FALSE
3495,326512,BhwniMndi_RmngrDPP_D (Rajasthan),BhwniMndi_RmngrDPP_D (Rajasthan),BhwniMndi_RmngrDPP_D (Rajasthan),Bhawani Mandi,Rajasthan,FALSE
3496,501158,Tandur_SnthiNGR_D (Telangana),Tandur_SnthiNGR_D (Telangana),Tandur_SnthiNGR_D (Telangana),Tandur-TL,Telangana,FALSE
3497,249161,SrinagarUK_Bagwan_D (Uttarakhand),SrinagarUK_Bagwan_D (Uttarakhand),SrinagarUK_Bagwan_D (Uttarakhand),Srinagar-UK,Uttarakhand,FALSE
3498,768025,Kadobahal_Dulampur_D (Orissa),Kadobahal_Dulampur_D (Orissa),Kadobahal_Dulampur_D (Orissa),Kadobahal,Orissa,FALSE
3499,581207,Hubli_Budarshingi_H (Karnataka),Hubli_Budarshingi_H (Karnataka),Hubli_Budarshingi_H (Karnataka),Hubli,Karnataka,FALSE
3500,670102,Thalassery_Perunthattil_D (Kerala),Thalassery_Perunthattil_D (Kerala),Thalassery_Perunthattil_D (Kerala),Thalassery,Kerala,FALSE
3501,632115,Vellore_Avrmpalyam_I (Tamil Nadu),Vellore_Avrmpalyam_I (Tamil Nadu),Vellore_Avrmpalyam_I (Tamil Nadu),Vellore,Tamil Nadu,FALSE
3502,783374,Kokrajhar_Borobhatarmari_DPP (Assam),Kokrajhar_Borobhatarmari_DPP (Assam),Kokrajhar_Borobhatarmari_DPP (Assam),Kokrajhar,Assam,FALSE
3503,110076,Delhi_SanjayColony_L (Delhi),Faridabad_MathuraRoad_GW (Haryana),Delhi_SanjayColony_L (Delhi),Delhi,Delhi,FALSE
3504,362221,Keshod_GasAgencyRd_D (Gujarat),Keshod_GasAgencyRd_D (Gujarat),Keshod_GasAgencyRd_D (Gujarat),Keshod,Gujarat,TRUE
3505,670110,Thalassery_Perunthattil_D (Kerala),Thalassery_Perunthattil_D (Kerala),Thalassery_Perunthattil_D (Kerala),Thalassery,Kerala,FALSE
3506,574212,Sullia_Kurunjibhag_D (Karnataka),Sullia_Kurunjibhag_D (Karnataka),Sullia_Kurunjibhag_D (Karnataka),Sullia,Karnataka,TRUE
3507,485666,Jaitwara_Nandna1_D (Madhya Pradesh),Jaitwara_Nandna1_D (Madhya Pradesh),Jaitwara_Nandna1_D (Madhya Pradesh),Jaitwara,Madhya Pradesh,FALSE
3508,743437,Kolkata_Madhyamgram_H (West Bengal),Kolkata_Madhyamgram_H (West Bengal),Kolkata_Madhyamgram_H (West Bengal),Kolkata,West Bengal,TRUE
3509,795113,Imphal_Takyel_I (Manipur),Imphal_Takyel_I (Manipur),Imphal_Takyel_I (Manipur),Imphal,Manipur,FALSE
3510,601206,Chennai_Temp1_L (Tamil Nadu),Chennai_Temp1_L (Tamil Nadu),Chennai_Temp1_L (Tamil Nadu),Gummudipoondi,Tamil Nadu,FALSE
3511,333036,Buhana_Rajota_D (Rajasthan),Buhana_Rajota_D (Rajasthan),Buhana_Rajota_D (Rajasthan),Buhana,Rajasthan,FALSE
3512,731219,Raghunathganj_Talai_D (West Bengal),Raghunathganj_Talai_D (West Bengal),Raghunathganj_Talai_D (West Bengal),Raghunathganj,West Bengal,TRUE
3513,395006,Surat_Kadodara1_L (Gujarat),Surat_Kacholi_GW (Gujarat),Surat_Kadodara1_L (Gujarat),Kadodara,Gujarat,FALSE
3514,176319,Sundla_Koti_DPP (Himachal Pradesh),Sundla_Koti_DPP (Himachal Pradesh),Sundla_Koti_DPP (Himachal Pradesh),Sundla,Himachal Pradesh,FALSE
3515,327023,Ghatol_Teliwada_DPP (Rajasthan),Ghatol_Teliwada_DPP (Rajasthan),Ghatol_Teliwada_DPP (Rajasthan),Ghatol,Rajasthan,FALSE
3516,443308,Dusrabid_SugrFact_DPP (Maharashtra),Dusrabid_SugrFact_DPP (Maharashtra),Dusrabid_SugrFact_DPP (Maharashtra),Dusrabid,Maharashtra,FALSE
3517,382120,Kadi_Jadavpura_L (Gujarat),Kadi_Jadavpura_L (Gujarat),Kadi_Jadavpura_L (Gujarat),Kadi,Gujarat,FALSE
3518,173213,Solan_Deothi_I (Himachal Pradesh),Solan_Deothi_I (Himachal Pradesh),Solan_Deothi_I (Himachal Pradesh),Solan,Himachal Pradesh,TRUE
3519,204216,Hathras_NayeeNangla_D (Uttar Pradesh),Hathras_NayeeNangla_D (Uttar Pradesh),Hathras_NayeeNangla_D (Uttar Pradesh),Hathras,Uttar Pradesh,TRUE
3520,623111,Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi,Tamil Nadu,TRUE
3521,852112,Kumarkhand_SihpurGadhiya_D (Bihar),Kumarkhand_SihpurGadhiya_D (Bihar),Kumarkhand_SihpurGadhiya_D (Bihar),Kumarkhand,Bihar,TRUE
3522,273152,Gorakhpur_Bhauwapar_H (Uttar Pradesh),Gorakhpur_Bhauwapar_H (Uttar Pradesh),Gorakhpur_Bhauwapar_H (Uttar Pradesh),Gorakhpur,Uttar Pradesh,FALSE
3523,431113,Sillod_AzadNagar_D (Maharashtra),Sillod_AzadNagar_D (Maharashtra),Sillod_AzadNagar_D (Maharashtra),Sillod,Maharashtra,TRUE
3524,122210,Gurgaon_Sihi_L (Haryana),Gurgaon_Sihi_L (Haryana),Gurgaon_Sihi_L (Haryana),Gurgaon,Haryana,FALSE
3525,522659,Vinukonda_SeetaiahNagar_D (Andhra Pradesh),Vinukonda_SeetaiahNagar_D (Andhra Pradesh),Vinukonda_SeetaiahNagar_D (Andhra Pradesh),Vinukonda,Andhra Pradesh,TRUE
3526,793106,Ranikor_NonghyllamRd_D (Meghalaya),Ranikor_NonghyllamRd_D (Meghalaya),Ranikor_NonghyllamRd_D (Meghalaya),Ranikor,Meghalaya,TRUE
3527,382712,Ahmedabad_Sanathal_L (Gujarat),Ahmedabad_Kanera_GW (Gujarat),Ahmedabad_Sanathal_L (Gujarat),Ahmedabad,Gujarat,TRUE
3528,591218,Gokak_APMC_D (Karnataka),Gokak_APMC_D (Karnataka),Gokak_APMC_D (Karnataka),Gokak,Karnataka,FALSE
3529,621714,Ariyalur_AlagappaNagar_D (Tamil Nadu),Ariyalur_AlagappaNagar_D (Tamil Nadu),Ariyalur_AlagappaNagar_D (Tamil Nadu),Ariyalur,Tamil Nadu,TRUE
3530,673655,Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode,Kerala,FALSE
3531,212214,SarayAnkil_Fkrbd_D (Uttar Pradesh),SarayAnkil_Fkrbd_D (Uttar Pradesh),SarayAnkil_Fkrbd_D (Uttar Pradesh),Saray Ankil,Uttar Pradesh,FALSE
3532,507157,Khammam_Mudigonda_H (Telangana),Khammam_Mudigonda_H (Telangana),Khammam_Mudigonda_H (Telangana),Khammam,Telangana,TRUE
3533,501506,Ibrahimpatnam_Mbrnagar1_D (Telangana),Ibrahimpatnam_Mbrnagar1_D (Telangana),Ibrahimpatnam_Mbrnagar1_D (Telangana),Ibrahimpatnam,Telangana,TRUE
3534,521164,Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada,Andhra Pradesh,FALSE
3535,685536,Kumily_Attappallam_D (Kerala),Kumily_Attappallam_D (Kerala),Kumily_Attappallam_D (Kerala),Kumily,Kerala,TRUE
3536,713326,Asansol_Ward13_D (West Bengal),Asansol_Ward13_D (West Bengal),Asansol_Ward13_D (West Bengal),Asansol,West Bengal,FALSE
3537,383230,Idar_GIDC_D (Gujarat),Idar_GIDC_D (Gujarat),Idar_GIDC_D (Gujarat),Idar,Gujarat,FALSE
3538,211014,Allahabad_Rasulabad_H (Uttar Pradesh),Allahabad_Rasulabad_H (Uttar Pradesh),Allahabad_Rasulabad_H (Uttar Pradesh),Allahabad,Uttar Pradesh,FALSE
3539,585244,Aland_Sherikarcolony_D (Karnataka),Aland_Sherikarcolony_D (Karnataka),Aland_Sherikarcolony_D (Karnataka),Aland,Karnataka,TRUE
3540,639008,Karur_AmaravathyNagar_D (Tamil Nadu),Karur_AmaravathyNagar_D (Tamil Nadu),Karur_AmaravathyNagar_D (Tamil Nadu),Karur,Tamil Nadu,FALSE
3541,767045,Dunguripali_Badnuapali1_D (Orissa),Dunguripali_Badnuapali1_D (Orissa),Dunguripali_Badnuapali1_D (Orissa),Dunguripali,Orissa,TRUE
3542,390011,Vadodara_Dashrath_H (Gujarat),Vadodara_Temp_H (Gujarat),Vadodara_Dashrath_H (Gujarat),Vadodara,Gujarat,FALSE
3543,246123,Paithani_Siloli1_DPP (Uttarakhand),Paithani_Siloli1_DPP (Uttarakhand),Paithani_Siloli1_DPP (Uttarakhand),Paithani,Uttarakhand,FALSE
3544,712303,Jamalpur_HalaraVlg_D (West Bengal),Jamalpur_HalaraVlg_D (West Bengal),Jamalpur_HalaraVlg_D (West Bengal),Jamalpur,West Bengal,TRUE
3545,274702,Salempur_BhatparRani_D (Uttar Pradesh),Salempur_BhatparRani_D (Uttar Pradesh),Salempur_BhatparRani_D (Uttar Pradesh),Salempur,Uttar Pradesh,TRUE
3546,813126,Banka_Amarpur_D (Bihar),Banka_Amarpur_D (Bihar),Banka_Amarpur_D (Bihar),Banka,Bihar,FALSE
3547,508255,Chandur_ShivajiNagar_D (Telangana),Chandur_ShivajiNagar_D (Telangana),Chandur_ShivajiNagar_D (Telangana),Chandur,Telangana,FALSE
3548,174402,Mandi_Nerchowk_I (Himachal Pradesh),Mandi_Nerchowk_I (Himachal Pradesh),Mandi_Nerchowk_I (Himachal Pradesh),Mandi,Himachal Pradesh,FALSE
3549,400605,Mumbai_WagleMIDC_L (Maharashtra),Bhiwandi_Lonad_GW (Maharashtra),Mumbai_WagleMIDC_L (Maharashtra),Thane,Maharashtra,FALSE
3550,580022,Hubli_Budarshingi_H (Karnataka),Hubli_Budarshingi_H (Karnataka),Hubli_Budarshingi_H (Karnataka),Hubli,Karnataka,FALSE
3551,229122,Bacchawaran_BhuyianTemple_D (Uttar Pradesh),Bacchawaran_BhuyianTemple_D (Uttar Pradesh),Bacchawaran_BhuyianTemple_D (Uttar Pradesh),Bacchawaran,Uttar Pradesh,TRUE
3552,788816,Kalain_Tarapur_D (Assam),Kalain_Tarapur_D (Assam),Kalain_Tarapur_D (Assam),Kalain,Assam,FALSE
3553,742188,Berhampore_Mankara_I (West Bengal),Berhampore_Mankara_I (West Bengal),Berhampore_Mankara_I (West Bengal),Baharampur,West Bengal,FALSE
3554,584134,Raichur_Wadloor_I (Karnataka),Raichur_Wadloor_I (Karnataka),Raichur_Wadloor_I (Karnataka),Raichur,Karnataka,TRUE
3555,396220,Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi,Gujarat,TRUE
3556,754206,Cuttack_SliprDPP_DC (Orissa),Cuttack_SliprDPP_DC (Orissa),Cuttack_SliprDPP_DC (Orissa),Salipur,Orissa,TRUE
3557,641302,Mettupalayam_Belladhi_D (Tamil Nadu),Mettupalayam_Belladhi_D (Tamil Nadu),Mettupalayam_Belladhi_D (Tamil Nadu),Mettupalayam,Tamil Nadu,TRUE
3558,362256,Veraval_Vidhyutnagar_D (Gujarat),Veraval_Vidhyutnagar_D (Gujarat),Veraval_Vidhyutnagar_D (Gujarat),Veraval,Gujarat,TRUE
3559,733214,Islampure_Chopra_D (West Bengal),Islampure_Chopra_D (West Bengal),Islampure_Chopra_D (West Bengal),Islampure,West Bengal,FALSE
3560,392014,Ankleshwar_Motali1_L (Gujarat),Ankleshwar_Motali1_L (Gujarat),Ankleshwar_Motali1_L (Gujarat),Ankleshwar,Gujarat,TRUE
3561,518345,Yemignur_Timmappacolony_D (Andhra Pradesh),Yemignur_Timmappacolony_D (Andhra Pradesh),Yemignur_Timmappacolony_D (Andhra Pradesh),Yemmiganur,Andhra Pradesh,TRUE
3562,413252,Kurduwadi_Dattanagar_D (Maharashtra),Kurduwadi_Dattanagar_D (Maharashtra),Kurduwadi_Dattanagar_D (Maharashtra),Kurduwadi,Maharashtra,TRUE
3563,734423,Bagdogra_Lalman_D (West Bengal),Bagdogra_Lalman_D (West Bengal),Bagdogra_Lalman_D (West Bengal),Bagdogra,West Bengal,TRUE
3564,387430,Nadiad_Shantinagar_D (Gujarat),Nadiad_Shantinagar_D (Gujarat),Nadiad_Shantinagar_D (Gujarat),Nadiad,Gujarat,TRUE
3565,680586,Pazhayannur_Thiruvlwml1_D (Kerala),Pazhayannur_Thiruvlwml1_D (Kerala),Pazhayannur_Thiruvlwml1_D (Kerala),Pazhayannur,Kerala,TRUE
3566,854334,Araria_Shivpuri_D (Bihar),Araria_Shivpuri_D (Bihar),Araria_Shivpuri_D (Bihar),Araria,Bihar,TRUE
3567,123412,Rewari_Bawal1_D (Haryana),Rewari_Bawal1_D (Haryana),Rewari_Bawal1_D (Haryana),Rewari,Haryana,FALSE
3568,723129,Manbazar_Central_DPP_1 (West Bengal),Manbazar_Central_DPP_1 (West Bengal),Manbazar_Central_DPP_1 (West Bengal),Manbazar,West Bengal,TRUE
3569,307001,Sirohi_Vedhaynathcolony_D (Rajasthan),Sirohi_Vedhaynathcolony_D (Rajasthan),Sirohi_Vedhaynathcolony_D (Rajasthan),Sirohi,Rajasthan,FALSE
3570,626183,Sivakasi_KamarjapurmCly_D (Tamil Nadu),Sivakasi_KamarjapurmCly_D (Tamil Nadu),Sivakasi_KamarjapurmCly_D (Tamil Nadu),Sivakasi,Tamil Nadu,TRUE
3571,173022,Nahan_Dadahu_D (Himachal Pradesh),Nahan_Dadahu_D (Himachal Pradesh),Nahan_Dadahu_D (Himachal Pradesh),Nahan,Himachal Pradesh,FALSE
3572,233231,Ghazipur_Arazidhawa_D (Uttar Pradesh),Ghazipur_Arazidhawa_D (Uttar Pradesh),Ghazipur_Arazidhawa_D (Uttar Pradesh),Ghazipur,Uttar Pradesh,FALSE
3573,524318,Nellore_Inamadagudu_I (Andhra Pradesh),Nellore_Inamadagudu_I (Andhra Pradesh),Nellore_Inamadagudu_I (Andhra Pradesh),Nellore,Andhra Pradesh,FALSE
3574,851135,Begusarai_Mohammadpur_I (Bihar),Begusarai_Mohammadpur_I (Bihar),Begusarai_Mohammadpur_I (Bihar),Begusarai,Bihar,FALSE
3575,202399,Dibai_GalibpurRd_D (Uttar Pradesh),Dibai_GalibpurRd_D (Uttar Pradesh),Dibai_GalibpurRd_D (Uttar Pradesh),Dibai,Uttar Pradesh,FALSE
3576,764049,Nabarangpr_PhdofDPP_D (Orissa),Nabarangpr_PhdofDPP_D (Orissa),Nabarangpr_PhdofDPP_D (Orissa),Nabarangapur,Orissa,TRUE
3577,624205,Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai,Tamil Nadu,FALSE
3578,691583,Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam_Kilikollur_H (Kerala),Kollam,Kerala,TRUE
3579,600112,Chennai_PukrajNagar_L (Tamil Nadu),Chennai_PukrajNagar_L (Tamil Nadu),Chennai_PukrajNagar_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
3580,678632,Karimba_Kaliyode_D (Kerala),Karimba_Kaliyode_D (Kerala),Karimba_Kaliyode_D (Kerala),Karimba,Kerala,FALSE
3581,246425,Rudraprayag_Saudi_DPP (Uttarakhand),Rudraprayag_Saudi_DPP (Uttarakhand),Rudraprayag_Saudi_DPP (Uttarakhand),Rudraprayag,Uttarakhand,FALSE
3582,752110,Konark_Central_DPP_2 (Orissa),Konark_Central_DPP_2 (Orissa),Konark_Central_DPP_2 (Orissa),Konark,Orissa,TRUE
3583,643218,Coonoor_Vannarpet_D (Tamil Nadu),Coonoor_Vannarpet_D (Tamil Nadu),Coonoor_Vannarpet_D (Tamil Nadu),Coonoor,Tamil Nadu,TRUE
3584,460225,Athner_Bhainsdehi_DPP (Madhya Pradesh),Athner_Bhainsdehi_DPP (Madhya Pradesh),Athner_Bhainsdehi_DPP (Madhya Pradesh),Athner,Madhya Pradesh,TRUE
3585,203390,Anupshahar_Nehruganj_D (Uttar Pradesh),Anupshahar_Nehruganj_D (Uttar Pradesh),Anupshahar_Nehruganj_D (Uttar Pradesh),Anupshahar,Uttar Pradesh,FALSE
3586,444101,Akot_CollegeRd_D (Maharashtra),Akot_CollegeRd_D (Maharashtra),Akot_CollegeRd_D (Maharashtra),Akot,Maharashtra,TRUE
3587,689581,Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla,Kerala,FALSE
3588,769007,Rourkela_Kalunga_I (Orissa),Rourkela_Kalunga_I (Orissa),Rourkela_Kalunga_I (Orissa),Rourkela,Orissa,FALSE
3589,713214,Durgapur_Bamunara1_I (West Bengal),Durgapur_Bamunara1_I (West Bengal),Durgapur_Bamunara1_I (West Bengal),Durgapur,West Bengal,TRUE
3590,686007,Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam,Kerala,FALSE
3591,500267,Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad,Telangana,FALSE
3592,686514,Mundakayam_Varikkani_D (Kerala),Mundakayam_Varikkani_D (Kerala),Mundakayam_Varikkani_D (Kerala),Mundakayam,Kerala,TRUE
3593,843337,Sheohar_Ward14_D (Bihar),Sheohar_Ward14_D (Bihar),Sheohar_Ward14_D (Bihar),Sheohar,Bihar,
3594,248161,Dehradun_Badowala_H (Uttarakhand),Dehradun_Badowala_H (Uttarakhand),Dehradun_Badowala_H (Uttarakhand),Dehradun,Uttarakhand,FALSE
3595,416310,Tasgaon_VasumbePhata1_D (Maharashtra),Tasgaon_VasumbePhata1_D (Maharashtra),Tasgaon_VasumbePhata1_D (Maharashtra),Tasgaon,Maharashtra,TRUE
3596,788736,Hailakandi_KaliNagar_D (Assam),Hailakandi_KaliNagar_D (Assam),Hailakandi_KaliNagar_D (Assam),Hailakandi,Assam,FALSE
3597,401106,Mumbai_CharkopIndEstate_L (Maharashtra),Mumbai_CharkopIndEstate_L (Maharashtra),Mumbai_CharkopIndEstate_L (Maharashtra),Mumbai,Maharashtra,FALSE
3598,734005,Siliguri_Jugibhita_GW (West Bengal),Siliguri_Jugibhita_GW (West Bengal),Siliguri_Jugibhita_GW (West Bengal),Siliguri,West Bengal,FALSE
3599,362255,Veraval_Vidhyutnagar_D (Gujarat),Veraval_Vidhyutnagar_D (Gujarat),Veraval_Vidhyutnagar_D (Gujarat),Veraval,Gujarat,TRUE
3600,263623,Almora_Pandetoli_DPP (Uttarakhand),Almora_Pandetoli_DPP (Uttarakhand),Almora_Pandetoli_DPP (Uttarakhand),Almora,Uttarakhand,FALSE
3601,784527,Tamulpur_Gerua_D (Assam),Tamulpur_Gerua_D (Assam),Tamulpur_Gerua_D (Assam),Tamulpur,Assam,FALSE
3602,276206,Azamgarh_Husanganj_H (Uttar Pradesh),Azamgarh_Husanganj_H (Uttar Pradesh),Azamgarh_Husanganj_H (Uttar Pradesh),Azamgarh,Uttar Pradesh,FALSE
3603,686677,Muvattupuzha_Anicadu_D (Kerala),Muvattupuzha_Anicadu_D (Kerala),Muvattupuzha_Anicadu_D (Kerala),Muvattupuzha,Kerala,TRUE
3604,144105,Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar_QajiMandi_P (Punjab),Jalandhar,Punjab,TRUE
3605,147005,Patiala_UpkarNagar_D (Punjab),Patiala_UpkarNagar_D (Punjab),Patiala_UpkarNagar_D (Punjab),Patiala,Punjab,FALSE
3606,401407,Palghar_VishnuNagar_L (Maharashtra),Palghar_VishnuNagar_L (Maharashtra),Palghar_VishnuNagar_L (Maharashtra),Palghar,Maharashtra,TRUE
3607,586112,Indi_Lachyan_D (Karnataka),Indi_Lachyan_D (Karnataka),Indi_Lachyan_D (Karnataka),Indi,Karnataka,FALSE
3608,413405,Osmanabad_SamtaNagar_D (Maharashtra),Osmanabad_SamtaNagar_D (Maharashtra),Osmanabad_SamtaNagar_D (Maharashtra),Osmanabad,Maharashtra,FALSE
